start word,end word,solution,number of words
dayboy,poults,"dayboy,layboy,lamboy,lambly,wambly,wabbly,wabble,cabble,cabbie,cabrie,carrie,corrie,courie,course,coursy,courty,county,mounty,mounts,moults,poults",21
dyce,coue,"dyce,dyke,cyke,coke,coue",5
edit,hook,"edit,epit,spit,spot,soot,hoot,hook",7
rix,see,"rix,six,sex,see",4
kor,eve,"kor,aor,abr,abe,ave,eve",6
rfz,sia,"rfz,sfz,sfm,sim,sia",5
alnus,tacos,"alnus,ainus,pinus,panus,panos,pacos,tacos",7
aged,yelm,"aged,aked,sked,seed,seld,yeld,yelm",7
blurry,diacid,"blurry,slurry,scurry,scarry,sharry,charry,charrs,chares,chores,choree,cooree,coorie,corrie,corbie,dorbie,dobbie,dobbin,dubbin,dublin,dualin,dialin,diazin,diazid,diacid",24
fas,puy,"fas,pas,pus,puy",4
fleeter,mammees,"fleeter,fleeted,sleeted,sheeted,sheeter,shelter,shelder,shalder,shalier,shapier,soapier,soppier,sappier,cappier,campier,rampier,rammier,rummier,rummies,mummies,mammies,mammees",22
fados,rubus,"fados,fidos,fides,rides,ribes,rubes,rubus",7
hey,lyc,"hey,ley,lay,lac,lyc",5
bet,gif,"bet,get,git,gif",4
laz,cps,"laz,gaz,gas,gps,cps",5
hin,tpk,"hin,tin,tid,tpd,tpk",5
frond,depot,"frond,grond,grand,brand,brans,beans,beats,beath,death,depth,depoh,depot",12
jarry,raman,"jarry,carry,carey,cares,cames,camas,caman,raman",8
rayon,shade,"rayon,rayan,rayas,raias,rains,sains,shins,shine,shane,shade",10
unbox,islam,"unbox,unboy,unbay,unlay,inlay,islay,islam",7
tema,baya,"tema,bema,beja,baja,baya",5
mirza,wabby,"mirza,murza,murra,murry,curry,carry,carby,cabby,wabby",9
alts,afer,"alts,acts,aces,acer,afer",5
slapped,endives,"slapped,clapped,clasped,classed,chassed,chasses,chesses,cresses,creases,ureases,uneases,uncases,incases,incises,incites,indites,endites,endives",18
ogives,pollet,"ogives,olives,oliver,cliver,clover,cloner,cooner,cooler,pooler,poller,pollet",11
julep,leden,"julep,jules,jubes,lubes,lebes,leben,leden",7
chn,saa,"chn,can,san,saa",4
luc,yow,"luc,loc,low,yow",4
nut,twp,"nut,tut,tup,twp",4
gear,soho,"gear,sear,soar,soak,sock,soco,soho",7
was,mux,"was,mas,mus,mux",4
eir,taw,"eir,ear,tar,taw",4
soak,pods,"soak,sonk,sons,pons,pods",5
copsy,quirk,"copsy,mopsy,mousy,mouse,moise,moist,muist,quist,quirt,quirk",10
debus,rooms,"debus,decus,decks,recks,rocks,rooks,rooms",7
sett,nabs,"sett,nett,nets,nebs,nabs",5
phono,thung,"phono,phone,thone,thong,thung",5
pume,dram,"pume,mume,mime,dime,dims,dias,diam,dram",8
saj,doe,"saj,sae,dae,doe",4
sld,ker,"sld,sed,ked,ker",4
garse,chats,"garse,carse,cause,chuse,chase,chass,chats",7
shoa,caam,"shoa,whoa,whom,wham,cham,caam",6
lolled,salago,"lolled,polled,palled,parled,parles,paries,pavies,pavins,pavans,pavane,pacane,pacate,palate,palame,salame,salamo,salago",17
niota,piney,"niota,nitta,pitta,pinta,pinda,pindy,piney",7
jct,zag,"jct,jat,zat,zag",4
crim,warf,"crim,crum,caum,cauf,wauf,warf",6
ocht,dank,"ocht,echt,eche,ache,acne,aine,dine,dane,dank",9
bareka,sidler,"bareka,bareca,mareca,marica,marina,matina,matins,maties,mattes,matter,malter,milter,miller,siller,sidler",15
dogfish,greened,"dogfish,hogfish,hoofish,hookish,bookish,boorish,moorish,moonish,soonish,sootish,sottish,sottise,cottise,contise,concise,concite,condite,candite,candide,candids,candies,candier,handier,hardier,harpier,happier,sappier,soppier,soapier,shapier,shalier,shalder,shelder,shelter,sheeter,sheeted,sleeted,gleeted,greeted,greened",40
abkar,swipy,"abkar,abear,arear,areae,arete,arite,alite,slite,slipe,swipe,swipy",11
mig,ipr,"mig,pig,pir,ppr,ipr",5
writh,cline,"writh,arith,arite,alite,clite,cline",6
gangs,gecks,"gangs,bangs,banks,backs,becks,gecks",6
durity,enodal,"durity,purity,parity,parify,varify,verify,verity,verite,verste,versts,verses,perses,peises,prises,arises,anises,animes,animas,animal,anomal,anodal,enodal",22
gapers,kahuna,"gapers,capers,carers,carets,carats,carate,carane,carone,corone,corona,korona,koruna,karuna,kahuna",14
figlike,buffier,"figlike,piglike,pitlike,potlike,potline,potling,botling,batling,barling,barfing,baffing,biffing,biffins,biffies,baffies,baffles,raffles,ruffles,ruffler,huffler,huffier,buffier",22
sepia,coxae,"sepia,sepic,seric,serac,seral,ceral,coral,coxal,coxae",9
ilion,gisla,"ilion,idion,adion,arion,ariot,griot,grist,grise,guise,guile,gusle,gusla,gisla",13
crs,jos,"crs,cos,jos",3
slaver,octane,"slaver,blaver,beaver,beader,bender,sender,sendee,sendle,senile,sedile,aedile,aedine,andine,anoine,acoine,actine,octine,octane",18
wran,gpad,"wran,bran,brad,grad,gpad",5
afer,typo,"afer,ofer,oyer,oyes,tyes,tyee,type,typo",8
quoit,skiff,"quoit,quott,quote,quite,suite,stite,stife,stiff,skiff",9
snool,poxed,"snool,shool,shood,shoed,shred,sured,pured,pored,poxed",9
fallows,premade,"fallows,hallows,hollows,holloes,hollies,collies,collins,colling,tolling,toiling,toising,poising,prising,prosing,proving,provine,proline,praline,uraline,uranine,uranite,uranate,urinate,crinate,crenate,cremate,premate,premade",28
var,fur,"var,far,fur",3
demobs,wolves,"demobs,demons,lemons,lemans,remans,remass,remiss,demiss,demies,delies,delves,selves,solves,wolves",14
jacket,howled,"jacket,jacked,hacked,hocked,howked,howled",6
roven,wauch,"roven,coven,covin,conin,concn,conch,canch,cauch,wauch",9
timet,swami,"timet,times,tines,tints,tents,sents,seats,swats,swati,swami",10
brin,gied,"brin,bren,bien,gien,gied",5
draggly,pursier,"draggly,draggle,braggle,brangle,brantle,brattle,trattle,twattle,swattle,spattle,spattee,spatter,slatter,platter,platier,peatier,pettier,pottier,potties,potsies,possies,pussies,pussier,pursier",24
vinos,hoggs,"vinos,dinos,dings,dongs,hongs,hoggs",6
lig,zer,"lig,leg,ler,zer",4
hitchy,bridge,"hitchy,pitchy,patchy,tatchy,tetchy,teachy,peachy,poachy,coachy,coachs,clachs,clacks,clicks,clinks,clings,flings,flingy,fringy,fringe,fridge,bridge",21
uti,dup,"uti,ati,atm,aum,dum,dup",6
sepd,sith,"sepd,send,sind,sinh,sith",5
khu,hui,"khu,khi,kui,hui",4
sos,trs,"sos,tos,trs",3
uncap,quirt,"uncap,unlap,unlay,unsay,unsty,unity,unite,snite,suite,quite,quire,quirt",12
tyr,rot,"tyr,tor,tot,rot",4
ihp,owe,"ihp,shp,sip,sie,oie,owe",6
minx,shug,"minx,manx,maux,maul,saul,shul,shug",7
chawle,semang,"chawle,chaule,chauve,whauve,wharve,wherve,whelve,shelve,sheave,shrave,shrive,shrine,serine,sering,serang,semang",16
tumid,maral,"tumid,fumid,fumed,famed,fared,fares,mares,maras,maral",9
scr,dkl,"scr,sar,dar,dal,dkl",5
amia,gule,"amia,amla,aula,gula,gule",5
scone,kadis,"scone,shone,shine,shins,sains,gains,gaius,gadus,gadis,kadis",10
noa,tyr,"noa,toa,tor,tyr",4
plf,scr,"plf,pcf,scf,scr",4
nea,pen,"nea,pea,pen",3
green,heirs,"green,freen,frees,fries,frits,faits,fairs,hairs,heirs",9
krs,fps,"krs,frs,fps",3
loof,oxea,"loof,boof,boob,blob,bleb,blea,olea,oxea",8
morph,ripal,"morph,morth,morts,moras,moral,poral,popal,pipal,ripal",9
fattish,uralite,"fattish,rattish,ratfish,ragfish,hagfish,hogfish,hoofish,hookish,bookish,boorish,moorish,moonish,soonish,sootish,sottish,sottise,cottise,contise,concise,concite,condite,candite,candide,candids,candies,pandies,panties,pasties,pastils,postils,postins,posting,hosting,houting,housing,hoising,poising,prising,prosing,proving,provine,proline,praline,uraline,uralite",45
pir,wan,"pir,wir,war,wan",4
condue,macuca,"condue,fondue,fondle,rondle,randle,rankle,rackle,mackle,macule,macula,macuca",11
wabi,chut,"wabi,wali,pali,palt,paut,phut,chut",7
brl,jem,"brl,bal,bam,jam,jem",5
fogie,slaty,"fogie,bogie,bowie,bowse,boise,boite,blite,slite,slate,slaty",10
garvie,craved,"garvie,jarvie,jarvis,parvis,partis,pastis,pastes,castes,casted,costed,coated,crated,craved",13
dreks,clunk,"dreks,drees,brees,brens,blens,blenk,blunk,clunk",8
curney,pashes,"curney,carney,carnel,cartel,cartes,partes,pastes,pashes",8
csmp,disc,"csmp,camp,damp,dams,dims,diss,disc",7
pfd,dol,"pfd,pod,dod,dol",4
epist,urnal,"epist,exist,exust,exult,exalt,exact,exect,erect,erept,crept,creat,treat,treas,ureas,ureal,urnal",16
sips,gley,"sips,gips,gies,gres,grey,gley",6
anomy,sykes,"anomy,atomy,atony,stony,soony,coony,cooey,cokey,cokes,sokes,sykes",11
yarm,rato,"yarm,yare,rare,rate,rato",5
abidi,baken,"abidi,abide,amide,amids,amies,aries,arses,erses,eases,bases,bakes,baken",12
oots,bull,"oots,bots,bats,bals,ball,bull",6
grit,zeed,"grit,gret,geet,geed,zeed",5
harre,wogul,"harre,barre,bagre,bagie,bogie,vogie,vogue,vogul,wogul",9
fon,kat,"fon,kon,kan,kat",4
neut,viol,"neut,neat,neal,veal,vial,viol",6
mahi,dais,"mahi,madi,mads,dads,dais",5
drabs,nylon,"drabs,drats,brats,beats,meats,melts,melos,melon,pelon,pylon,nylon",11
paeon,dogal,"paeon,paean,pagan,sagan,saman,samal,somal,domal,dogal",9
eme,hot,"eme,eye,hye,hoe,hot",5
jew,eat,"jew,jaw,jat,eat",4
och,bds,"och,bch,bah,bas,bds",5
ramp,mama,"ramp,rama,mama",3
krill,loves,"krill,drill,drily,doily,dogly,dogey,dovey,lovey,loves",9
waddle,chagul,"waddle,paddle,peddle,pendle,sendle,sendee,sender,seeder,sheder,cheder,chedar,chadar,chamar,chamal,chagal,chagul",16
ferrer,gammer,"ferrer,fearer,dearer,deaner,derner,darner,damner,dammer,gammer",9
aes,sht,"aes,ahs,aht,sht",4
dom,fly,"dom,bom,boy,foy,fly",5
byrl,noam,"byrl,byre,bore,nore,norm,noam",6
stile,story,"stile,stole,store,story",4
ear,uit,"ear,bar,bat,bit,uit",5
dely,haye,"dely,dele,hele,hale,haye",5
coky,shmo,"coky,coly,colp,culp,cump,sump,sumo,shmo",8
khaya,nidal,"khaya,chaya,chays,chats,coats,colts,colas,codas,codal,nodal,nidal",11
chg,mhz,"chg,mhg,mhz",3
tombed,growse,"tombed,combed,corbed,corked,cooked,choked,chowed,crowed,browed,browet,browst,browse,growse",13
bown,vast,"bown,mown,mowt,most,mast,vast",6
pix,gul,"pix,pil,gil,gul",4
brooch,farina,"brooch,broach,breach,areach,arrach,arrace,arrage,aerage,aerate,cerate,cerite,cerine,ferine,farine,farina",15
colds,copen,"colds,coles,copes,copen",4
kab,tem,"kab,tab,tam,tem",4
wools,nates,"wools,gools,gaols,galls,gales,gates,nates",7
corv,mire,"corv,core,more,mire",4
hyte,sept,"hyte,hete,lete,lett,sett,sept",6
adrad,bahoo,"adrad,adead,aread,areas,arras,auras,buras,boras,bolas,balas,balao,baloo,bahoo",13
rowel,skees,"rowel,sowel,sower,sawer,sayer,shyer,sheer,skeer,skees",9
comber,erases,"comber,camber,cabber,cabler,cables,caules,causes,cruses,crases,erases",10
numb,yoky,"numb,rumb,rume,rome,roke,yoke,yoky",7
lima,pria,"lima,lila,eila,ella,elia,eria,pria",7
flic,duds,"flic,flip,slip,slid,suid,sudd,suds,duds",8
tawny,slaum,"tawny,cawny,carny,carns,carus,sarus,sarum,scrum,scaum,slaum",10
stills,vaulty,"stills,stilts,stints,saints,taints,taunts,vaunts,vaults,vaulty",9
viage,foist,"viage,virge,verge,merge,merse,morse,moise,moist,foist",9
nitre,oncin,"nitre,litre,litra,lutra,lutea,luter,later,eater,enter,entea,entia,encia,oncia,oncin",14
swidden,whopper,"swidden,slidden,slidder,glidder,gridder,grinder,grinter,grister,wrister,whister,whisper,whipper,whopper",13
kroon,bries,"kroon,broon,broos,brios,bries",5
cobby,winly,"cobby,bobby,bibby,bilby,billy,willy,winly",7
agba,cask,"agba,agra,aura,cura,cara,casa,cask",7
graal,ledge,"graal,craal,crawl,chawl,shawl,shall,shale,shane,shine,seine,seige,sedge,ledge",13
ban,goa,"ban,gan,gon,goa",4
apod,affy,"apod,alod,aloe,albe,alba,alfa,affa,affy",8
toged,saggy,"toged,toked,coked,caked,caged,cagey,caggy,saggy",8
gang,evoe,"gang,mang,mann,cann,caon,clon,elon,ebon,eboe,evoe",10
coud,raki,"coud,roud,rond,rand,rani,raki",6
unlame,brevit,"unlame,unlime,unline,undine,andine,aldine,algine,algins,aloins,eloins,elains,blains,brains,braies,braves,breves,brevis,brevit",18
pita,ralf,"pita,rita,rata,raia,raif,ralf",6
dau,gon,"dau,gau,gou,gon",4
mmmm,bosk,"mmmm,mumm,mulm,mulk,bulk,bolk,bosk",7
hike,code,"hike,hoke,coke,code",4
motty,hares,"motty,matty,marty,marts,harts,hares",6
oink,cook,"oink,bink,bonk,conk,cook",5
ufo,gns,"ufo,ufs,uns,gns",4
vamos,colog,"vamos,vamps,camps,comps,comas,colas,colan,colon,colog",9
post,pinx,"post,pist,pint,pinx",4
chupon,ricine,"chupon,chapon,charon,chiron,chiros,chirrs,shirrs,shiers,shyers,sayers,savers,ravers,ravens,ravins,raving,riving,ricing,ricine",18
bauld,whils,"bauld,cauld,cauls,wauls,wails,whils",6
mia,nos,"mia,moa,noa,nos",4
broos,cosen,"broos,brios,brits,baits,basts,casts,costs,coses,cosen",9
teen,cest,"teen,teet,test,cest",4
bars,mice,"bars,mars,mirs,mire,mice",5
hendy,turus,"hendy,bendy,bundy,bunds,burds,turds,turus",7
mojo,gapy,"mojo,majo,mapo,gapo,gapy",5
mou,ctn,"mou,mon,con,ctn",4
orf,kue,"orf,grf,gre,gue,kue",5
akha,eyry,"akha,akra,aira,airy,eiry,eyry",6
unpack,tapper,"unpack,unpark,undark,undirk,unkirk,unkink,unking,unring,enring,earing,paring,paving,pavins,pavies,pavier,papier,napier,napper,tapper",19
hokan,rille,"hokan,hogan,rogan,rotan,rotas,rotls,rolls,rills,rille",9
gals,hort,"gals,hals,hols,hors,hort",5
assi,kuri,"assi,ansi,anni,aani,bani,bari,kari,kuri",8
napa,kick,"napa,kapa,kana,kina,kink,kick",6
unhung,bedews,"unhung,unrung,unring,enring,earing,raring,raving,ravins,ravens,ravels,revels,bevels,bedels,bedews",14
savoy,murid,"savoy,savey,cavey,carey,cared,cured,mured,murid",8
guans,tanks,"guans,juans,jeans,beans,beads,bends,bands,banks,tanks",9
lick,rams,"lick,lack,lacs,lams,rams",5
felled,dowsed,"felled,belled,bolled,bowled,bowsed,dowsed",6
scho,piky,"scho,saho,paho,pato,paty,pity,piky",7
scrump,sidler,"scrump,scrimp,scrime,scrine,serine,serins,series,serves,selves,selles,seller,siller,sidler",13
spency,hexade,"spency,spence,spense,speise,speiss,speils,spails,spaits,splits,splite,salite,saline,maline,meline,reline,rexine,hexine,hexane,hexade",19
jalee,kippy,"jalee,galee,galey,gally,gilly,gilpy,gippy,kippy",8
gob,old,"gob,glb,gld,old",4
qts,mhg,"qts,mts,mtg,mhg",4
koyan,leath,"koyan,koran,boran,boras,borts,boats,beats,beath,leath",9
legless,spiring,"legless,pegless,pewless,sewless,sealess,sealers,seaters,slaters,platers,platens,platans,platane,platine,plating,slating,spating,spiting,spiring",18
gaur,hame,"gaur,gaub,gamb,game,hame",5
vagal,molpe,"vagal,vagas,magas,manas,monas,molas,molls,molle,molpe",9
kory,vell,"kory,cory,coly,coll,cell,vell",6
mor,aro,"mor,aor,arr,aro",4
dusts,agmas,"dusts,dunts,punts,punas,pulas,aulas,atlas,atmas,agmas",9
sloke,aspen,"sloke,bloke,blake,blase,blast,blist,alist,aliet,alien,alpen,aspen",11
snurt,elias,"snurt,spurt,spart,apart,apert,alert,aleft,alefs,alifs,alias,elias",11
oxanic,saltee,"oxanic,oxonic,axonic,aeonic,geonic,geotic,gestic,gestio,restio,restir,bestir,beltir,belter,selter,salter,saltee",16
exes,maro,"exes,eyes,wyes,waes,maes,mars,maro",7
boc,yah,"boc,bac,bah,yah",4
lit,ort,"lit,ait,art,ort",4
jaw,yok,"jaw,yaw,yow,yok",4
teaer,alida,"teaer,tewer,fewer,feyer,fryer,frier,fries,aries,acies,acids,alids,alida",12
unhope,repaid,"unhope,unhose,undose,undone,undine,andine,aedine,medine,meline,reline,refine,refind,remind,remand,repand,repaid",16
fixers,remark,"fixers,fivers,divers,divert,divest,devest,devast,demast,remast,remask,remark",11
oke,bcf,"oke,ake,ace,ach,bch,bcf",6
outs,lere,"outs,buts,bets,lets,lete,lere",6
vised,rance,"vised,vined,vinea,vinca,vince,vance,rance",7
unfeted,apiculi,"unfeted,unfated,unbated,unbased,uncased,uncases,uneases,ureases,creases,cresses,chesses,chesser,chester,chaster,shaster,shatter,spatter,spattee,spattle,spatule,spanule,spinule,spicule,spicula,apicula,apiculi",26
purrah,inness,"purrah,murrah,murras,mudras,madras,madres,matres,maties,matins,patins,patens,paters,eaters,enters,inters,inners,inness",17
hapi,rubs,"hapi,hopi,hops,hobs,robs,rubs",6
omao,maku,"omao,omar,amar,amas,aias,mias,mirs,mars,maru,maku",10
toty,dump,"toty,tote,tute,tume,tump,dump",6
sard,tinc,"sard,sand,sind,tind,tinc",5
instop,asylum,"instop,unstop,unshop,unshod,unshed,unsped,uniped,sniped,sliped,slimed,slimes,climes,crimes,crises,crisis,crisic,critic,iritic,iridic,imidic,amidic,amidin,amidon,amydon,amylon,amylom,amylum,asylum",28
gob,nit,"gob,nob,nib,nit",4
gyro,rheo,"gyro,tyro,thro,theo,rheo",5
stu,twa,"stu,sta,swa,twa",4
gogo,camp,"gogo,pogo,pomo,pomp,comp,camp",6
neo,pos,"neo,noo,nos,pos",4
caw,mpb,"caw,maw,mab,mpb",4
momi,gays,"momi,modi,madi,gadi,gads,gays",6
rnd,coe,"rnd,rod,cod,coe",4
hort,fuff,"hort,hurt,hurf,huff,fuff",5
blebby,pallae,"blebby,blobby,blowby,blowsy,blowse,browse,browst,browet,browed,crowed,crower,croker,cooker,cooler,pooler,poller,peller,pellar,pallar,pallae",20
fyce,warm,"fyce,face,wace,ware,warm",5
witten,jurisp,"witten,bitten,batten,patten,parten,partan,parian,pariah,parish,barish,borish,borism,porism,purism,purist,jurist,jurisp",17
gill,weki,"gill,will,well,weli,weki",5
psi,evg,"psi,osi,ose,ese,eve,evg",6
dhaman,nidudi,"dhaman,shaman,seaman,seamen,seamer,beamer,beader,bedder,pedder,pudder,puddee,puddle,nuddle,noddle,nodule,noduli,niduli,nidudi",18
hap,cwo,"hap,cap,cop,coo,cwo",5
desc,awls,"desc,disc,misc,miss,mils,ails,awls",7
stimes,precis,"stimes,slimes,climes,crimes,primes,prices,preces,precis",8
fin,efl,"fin,fen,een,eel,efl",5
avars,lower,"avars,avers,overs,oyers,dyers,doers,dorrs,doris,loris,lores,lowes,lower",12
jud,hag,"jud,hud,had,hag",4
inv,shr,"inv,ind,itd,std,str,shr",6
wur,god,"wur,gur,gor,god",4
jert,sned,"jert,hert,herd,heed,seed,sned",6
briner,fiddly,"briner,brined,crined,coined,conned,donned,dinned,dinged,dingee,dingle,dindle,diddle,fiddle,fiddly",14
paula,socky,"paula,palla,pally,parly,parky,porky,pocky,socky",8
jars,rift,"jars,bars,bart,baft,raft,rift",6
takyr,rfree,"takyr,taker,saker,sayer,sayee,saree,sfree,rfree",8
prigs,savoy,"prigs,pries,prier,pryer,payer,sayer,saver,savor,savoy",9
cid,hye,"cid,hid,hyd,hye",4
cotters,suiting,"cotters,coaters,craters,praters,platers,platens,platans,platane,platine,plating,slating,sliting,suiting",13
droyl,texts,"droyl,croyl,crowl,crawl,brawl,braws,brats,beats,teats,texts",10
baffy,spaer,"baffy,barfy,barry,berry,serry,seary,spary,spars,spaes,spaer",10
liz,ack,"liz,lid,aid,aik,ack",5
neem,cirl,"neem,deem,diem,diel,dirl,cirl",6
wha,shu,"wha,sha,shu",3
etang,blash,"etang,stang,slang,slank,slask,slash,blash",7
gem,yee,"gem,gee,yee",3
fordo,girsh,"fordo,fardo,farde,garde,garse,girse,girsh",7
bent,psha,"bent,kent,kant,kana,kaha,paha,psha",7
phu,res,"phu,ahu,ahs,aes,res",5
dallan,pomard,"dallan,ballan,batlan,batlon,batoon,baboon,baboos,taboos,tabors,tabers,talers,tilers,pilers,polers,polars,polary,pomary,pomard",18
garnets,carkled,"garnets,gannets,bannets,banners,bankers,hankers,hackers,hackees,hackles,cackles,cackled,carkled",12
jabots,mullas,"jabots,cabots,cabobs,carobs,carols,parols,parous,porous,torous,tornus,cornus,corvus,corves,carves,calves,calles,callas,cullas,mullas",19
reclama,limping,"reclama,reclame,reflame,reflate,reslate,restate,restage,rentage,centage,centare,centure,tenture,tecture,lecture,lecturn,lectern,lettern,letters,betters,batters,battens,lattens,lattins,mattins,matting,masting,lasting,listing,lisping,limping",30
gol,yap,"gol,gal,gap,yap",4
gull,harv,"gull,hull,hall,harl,harv",5
viols,oside,"viols,vials,veals,peals,peans,plans,alans,alane,aline,amine,amide,aside,oside",13
alii,wrnt,"alii,alit,blit,brit,writ,wrnt",6
doff,half,"doff,daff,haff,half",4
nomes,izars,"nomes,comes,coles,colts,coats,chats,chars,czars,izars",9
gala,naze,"gala,gale,nale,naze",4
jan,rox,"jan,ran,ron,rox",4
hiver,donne,"hiver,diver,dover,dovey,doney,donny,donne",7
theta,jocko,"theta,thema,shema,shama,shaka,shaky,soaky,socky,socko,jocko",10
bunkie,helion,"bunkie,punkie,punkin,pankin,parkin,perkin,merkin,merlin,merlon,mellon,bellon,belion,helion",13
coud,ices,"coud,crud,crus,cres,ires,ices",6
lud,jet,"lud,jud,jed,jet",4
hima,jann,"hima,lima,lina,jina,jinn,jann",6
goony,shedu,"goony,soony,sooky,soaky,shaky,shady,shads,sheds,shedu",9
rake,lurk,"rake,lake,luke,lure,lurk",5
ish,dif,"ish,ash,asp,dsp,dip,dif",6
toking,bijoux,"toking,coking,coring,cering,cerine,verine,verite,verste,versts,versus,vertus,virtus,virous,vinous,binous,bijous,bijoux",17
sagos,erick,"sagos,saros,taros,tarns,tains,thins,think,trink,trick,erick",10
tonsor,cootch,"tonsor,tensor,censor,censer,censes,ceases,crases,cranes,granes,grants,granth,granch,cranch,cratch,crotch,cootch",16
woosh,cheet,"woosh,hoosh,hooch,cooch,coach,coact,coart,chart,chert,cheet",10
nozi,pelf,"nozi,nori,neri,peri,perf,pelf",6
swoons,roncho,"swoons,spoons,spooks,shooks,shocks,chocks,clocks,clacks,clachs,coachs,conchs,concho,roncho",13
hero,oons,"hero,mero,moro,mono,mons,oons",6
jube,fruz,"jube,aube,albe,aloe,floe,froe,frog,frug,fruz",9
beati,child,"beati,beats,heats,heals,heils,ceils,ceile,chile,child",9
subj,erik,"subj,subs,cubs,cues,cres,cris,eris,erik",8
teil,toto,"teil,toil,roil,rotl,roto,toto",6
anhang,augers,"anhang,unhang,unhung,unrung,unring,unrind,unmind,unmild,ungild,angild,angilo,angelo,angels,angers,augers",15
oii,bed,"oii,oui,oud,bud,bed",5
snast,tamal,"snast,gnast,geast,gease,tease,temse,tempe,temps,tamps,tamas,tamal",11
teals,alarm,"teals,tears,gears,guars,guary,glary,alary,alarm",8
mhz,mfd,"mhz,mhg,mfg,mfd",4
maidy,lamel,"maidy,mardy,lardy,lards,lares,lames,lamel",7
sudic,silos,"sudic,sadic,sadis,saris,siris,siros,silos",7
didn,pick,"didn,midn,mien,miek,mick,pick",6
ski,tyr,"ski,sai,tai,tar,tyr",5
lati,eger,"lati,liti,lits,lies,lyes,eyes,eyer,eger",8
csi,jad,"csi,cai,jai,jad",4
faffy,honky,"faffy,baffy,barfy,barky,banky,hanky,honky",7
tsi,bab,"tsi,tai,bai,bab",4
derms,pikes,"derms,perms,peres,pekes,pikes",5
